DTXSID,true_cas,true_chemname,status,ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL.L_OPERA_PRED
DTXSID1027556,4075-81-4,Calcium propionate,uc,1.22048e-12,4.18704,4.44198,141.179,4.45111e-7,0.0945009,3.94535,10.001,-1.64509,249.335,3.52868,8.36017
DTXSID1027635,6846-50-0,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",uc,1.1971e-11,32.2381,5.65765,297.973,1.07954e-7,0.284182,7.43854,652.797,4.7774,-29.7778,0.00477655,0.00165701
DTXSID1027970,31906-04-4,4-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,uc,9.15773e-11,15.5438,3.54436,274.306,7.54259e-8,0.415013,9.29861,230.433,3.10471,-29.4851,3.89514e-5,0.0289005
DTXSID1027974,32210-23-4,4-tert-Butylcyclohexyl acetate,uc,1.34991e-11,37.5694,5.78533,227.914,2.14978e-4,1.76329,5.83582,112.184,4.79638,-29.3509,0.00759505,7.59664e-5
DTXSID10288796,6939-71-5,"(3ar,7as)-hexahydro-2-benzofuran-1(3h)-one",uc,6.75115e-12,4.45396,4.92136,210.018,1.27118e-7,0.0847061,5.08066,48.45,1.54182,63.7071,0.0192846,0.102443
DTXSID1029120,92-88-6,"4,4'-Biphenyldiol",uc,8.40547e-11,48.5795,15.4316,328.103,1.25598e-7,0.410334,8.15401,1026.43,3.10933,281.802,1.89252e-7,0.00285804
DTXSID1029124,95-93-2,"1,2,4,5-Tetramethylbenzene",uc,2.58232e-11,106.447,6.97956,199.912,0.00776311,2.42279,4.45104,1320.17,4.00148,15.7863,0.533862,2.60356e-5
DTXSID1029128,97-99-4,Tetrahydrofurfuryl alcohol,uc,2.00281e-11,2.24548,4.4719,177.891,7.21442e-7,0.10274,4.60797,12.2782,-0.0117856,-11.7518,0.804661,9.79643
DTXSID1029170,141-79-7,4-Methylpent-3-en-2-one,uc,1.05883e-11,4.8957,5.23867,130.198,2.05778e-5,0.156897,3.36291,34.3413,1.06352,-59.1581,8.28635,0.293528
DTXSID1029253,3089-17-6,"2,9-Dichloro-5,12-dihydroquino[2,3-b]acridine-7,14-dione",uc,1.55949e-11,118.686,62.8737,433.109,3.15879e-10,0.326444,9.68238,377110,4.38176,175.087,6.19921e-10,1.39179e-6
DTXSID1029259,3687-46-5,"9-Octadecenoic acid (9Z)-, decyl ester",uc,4.80689e-11,78.0671,8.51348,442.222,6.59049e-7,3.50835,11.6904,10166.4,9.16236,18.7361,3.81662e-10,1.22514e-6
DTXSID1029332,25869-00-5,"Ferrate(4-), hexakis(cyano-.kappa.C)-, ammonium iron(3+) (1:1:1), (OC-6-11)-",uc,3.00402e-14,1.9792,8.20889,25.6428,1.33572e-4,0.171334,0.437106,2.76794,-2.56622,232.924,738.974,20.1894
DTXSID1029388,64683-40-5,"2-Naphthalenesulfonic acid, 7-amino-4-hydroxy-3-[[4-[(4-sulfophenyl)azo]phenyl]azo]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:2)",uc,1.84597e-11,3.32627,3.96118,303.828,1.46683e-11,0.192311,9.46679,8968.57,0.798517,134.966,3.64379e-9,2.38115e-4
DTXSID1029621,497-19-8,Carbonic acid sodium salt (1:2),uc,2.50079e-14,4.92728,7.57763,299.147,3.7792e-9,0.142856,6.36654,3.85959,-0.698834,110.21,0.0105684,0.0170393
DTXSID1029623,513-77-9,"Carbonic acid, barium salt (1:1)",uc,2.50079e-14,4.92728,7.57763,299.147,3.7792e-9,0.142856,6.36654,3.85959,-1.6256,244.729,0.0105684,0.0170393
DTXSID1029671,7414-83-7,Etidronate disodium,uc,3.27167e-11,3.0003,3.67827,373.436,2.40378e-9,0.0909418,9.46416,47.4887,-0.901835,193.207,9.52088e-11,3.34461
DTXSID1030606,55589-62-3,Acesulfame potassium,uc,1.87764e-11,2.24306,4.29362,235.691,1.11337e-8,0.110271,5.97346,22.5313,-2.77409,117.172,6.27334e-5,0.12403
DTXSID1031090,18472-87-2,D&C Red 28,uc,1.73587e-11,496569,154.335,466.952,2.14057e-11,0.205907,9.48665,67943.3,6.90263,241.209,4.54427e-11,2.51107e-6
DTXSID1031096,58-95-7,D-alpha-Tocopheryl acetate,uc,2.46615e-11,1472,13.5176,412.149,5.91416e-7,3.50646,11.6821,86644.3,9.15335,59.0373,2.89606e-7,5.84887e-8
DTXSID1032303,53939-28-9,(Z)-11-Hexadecenal,uc,9.18775e-11,1431.25,5.54561,250.249,9.94588e-6,8.84536,8.41234,2135.19,6.72812,27.5094,0.00560862,1.22229e-6
DTXSID1032305,10061-01-5,(Z)-Dichloropropene,uc,1.12093e-11,7.94442,5.37147,109.076,0.0023686,0.0860193,3.10178,46.2635,2.03987,-49.8496,31.1066,0.0179152
DTXSID1032309,1929-73-3,"2,4-D-Butotyl",uc,1.70004e-11,41.528,5.15195,334.571,2.92641e-8,1.33136,8.99489,1618.21,3.86179,19.4835,4.51121e-6,3.74874e-5
DTXSID1032355,81777-89-1,Clomazone,nbc,1.37659e-11,67.9228,3.33761,275.056,3.30603e-8,0.598175,7.38028,276.031,2.49791,25.2499,1.43401e-4,0.00457951
DTXSID1032359,121552-61-2,Cyprodinil,nbc,1.64182e-11,29.8135,4.02791,348.111,2.52947e-8,0.71144,11.3192,2171.4,3.99844,76.005,3.66586e-6,5.76269e-5
DTXSID1032482,96182-53-5,Tebupirimfos,nbc,1.33172e-11,33.0974,5.69118,343.127,4.5896e-7,2.12364,9.57778,373.983,3.54339,22.9198,3.77482e-5,1.74007e-5
DTXSID1032484,3383-96-8,Temephos,uc,2.33554e-11,64.7444,12.9114,457.31,3.63683e-6,0.914422,11.6779,99859,5.95756,30.0044,1.65463e-8,8.98005e-8
DTXSID1032488,117718-60-2,Thiazopyr,nbc,1.39304e-11,100.901,3.54493,362.724,1.01166e-8,1.12907,8.95422,473.045,3.88906,77.9875,2.24359e-6,6.02338e-6
DTXSID1032511,7779-27-3,"1,3,5-Triethylhexahydro-s-triazine",uc,3.48981e-11,3.62057,4.04447,207.505,1.16621e-6,3.32339,5.0608,131.706,1.05875,69.8728,0.0427225,0.796741
DTXSID1032519,135158-54-2,Acibenzolar-S-methyl,nbc,4.61645e-11,9.25678,3.18068,267.018,7.67743e-7,0.0798104,6.71771,946.203,3.09751,132.884,3.28778e-6,3.66018e-5
DTXSID1032569,23103-98-2,Pirimicarb,uc,1.52469e-11,6.8207700000000004,3.8163299999999998,310.369,3.22416e-9,0.603817,8.63262,79.5512,1.6979,90.5438,7.26987e-6,0.0116253
DTXSID1032640,95737-68-1,Pyriproxyfen,nbc,1.7535e-11,535.644,3.64818,376.482,6.21136e-6,1.02455,10.3268,8779.75,4.19946,46.2777,2.16876e-6,1.151e-6
DTXSID1032642,122931-48-0,Rimsulfuron,nbc,1.66936e-11,3.04552,4.27084,275.956,7.24338e-11,0.159527,9.60381,51.3595,0.290911,176.991,1.12256e-8,2.10679e-4
DTXSID1032646,4151-50-2,N-Ethylperfluorooctanesulfonamide,uc,1.53353e-14,94.1611,4.951,196.012,1.59552e-10,2.86211,4.92044,333.651,6.79567,95.9994,5.02406e-6,8.07215e-7
DTXSID1032648,22248-79-9,Z-Tetrachlorvinphos,uc,1.7937e-11,40.8245,3.67981,379.362,6.4347e-9,0.0957348,9.74889,1023.57,3.53094,96.1589,4.29102e-8,3.0628e-5
DTXSID1032690,173584-44-6,Indoxacarb,nbc,2.07586e-11,4.58268,5.69196,349.973,2.1634e-8,6.27325,11.6823,4317.56,4.64653,140.45,2.3547e-10,3.82816e-7
DTXSID1033161,1646-87-3,Aldicarb sulfoxide,uc,1.85247e-11,3.55123,4.47601,310.959,2.90684e-10,0.111736,8.76091,3.64936,0.492506,120.833,9.96149e-5,0.135754
DTXSID1033371,96-41-3,Cyclopentanol,uc,1.07138e-11,4.76822,5.43016,140.347,7.64572e-6,0.0973216,4.26581,19.6527,0.886749,-19.0027,2.48319,0.570024
DTXSID1033664,58-18-4,17-Methyltestosterone,uc,3.99308e-11,62.2298,97.9166,294.854,4.51405e-9,6.86962,11.4297,539406,3.36129,162.87,4.68716e-8,1.06734e-4
DTXSID10337990,62199-06-8,"5-Ethyl-2,2,3-trimethylheptane",uc,2.05309e-11,975.512,4.66743,183.714,0.151386,12.2815,4.58549,2024.51,5.30109,-60.1007,7.73126,1.19684e-7
DTXSID1034187,10540-29-1,Tamoxifen,uc,2.8951e-11,1209.93,3.36316,419.337,2.23383e-8,5.13687,11.7016,13608.6,6.23546,96.9562,8.58499e-9,4.81057e-6
DTXSID1034210,29091-21-2,Prodiamine,nbc,1.38523e-11,90.2771,3.54245,349.007,1.34948e-8,0.511762,10.4289,12871.9,4.10224,124.004,2.49697e-8,3.75072e-8
DTXSID1034212,118134-30-8,Spiroxamine,nbc,1.6506e-11,35.4985,15.2027,321.358,7.63663e-7,6.64561,8.97018,1720.95,4.61567,-7.11871,1.2739e-4,0.00145292
DTXSID1034260,79-57-2,Oxytetracycline,uc,7.31e-11,1.42326,147.805,378.5,1.36098e-11,0.408611,9.50064,538.462,-0.900077,184.516,1.62995e-8,7.22458e-4
DTXSID1034266,55720-26-8,Aviglycine hydrochloride,uc,2.19067e-11,2.12595,3.5374,289.719,3.73891e-9,0.081616,7.89086,42.1749,-1.29617,209.763,5.59124e-8,4.00343
DTXSID1034397,18181-80-1,Bromopropylate,uc,1.69778e-11,115.089,4.9310600000000004,410.386,4.85753e-10,1.69662,10.8815,1570.45,5.39945,76.9352,8.2194e-8,1.66685e-6
DTXSID1034420,2302-17-2,Asulam-sodium,uc,1.20586e-11,2.50573,4.63676,254.816,1.66783e-10,0.10489,8.13608,39.7139,-2.55199,173.615,2.15952e-9,0.553291
DTXSID1034424,137-41-7,Potassium N-methyldithiocarbamate,uc,3.2226e-11,6.50243,7.67774,204.637,1.52352e-8,0.186002,4.18077,13.432,-3.01579,80.5132,0.151233,4.89198
DTXSID1034470,33113-08-5,Copper ammonium carbonate,uc,2.50079e-14,4.92728,7.57763,299.147,3.7792e-9,0.142856,6.36654,3.85959,-1.0758,139.095,0.0105684,0.0170393
DTXSID1034472,13426-91-0,Copper ethylene diamine complex,uc,2.01856e-11,3.12098,8.42387,117.026,1.74196e-9,0.0605769,6.70193,4.24117,-1.95226,180.949,11.9447,16.6177
DTXSID1034501,76703-62-3,gamma-Cyhalothrin,uc,3.39547e-11,133.562,3.54485,422.641,1.12442e-8,9.66227,11.6907,181452,6.7988,49.3639,7.49911e-9,2.20272e-9
DTXSID1034503,122008-85-9,Cyhalofop-butyl,nbc,2.00704e-11,202.14,4.62586,370.238,1.05799e-8,1.31336,10.4014,8290.96,3.3108,87.5692,4.12168e-8,1.23292e-6
DTXSID1034551,42721-99-3,Diphacinone-sodium,uc,3.01105e-11,69.0644,40.9394,418.822,1.196e-9,1.21567,10.3868,415.312,3.01735,201.729,1.09581e-9,1.48153e-6
DTXSID1034634,68157-60-8,Forchlorfenuron,nbc,1.31493e-11,26.6872,3.52691,274.149,8.57022e-10,0.113339,9.2613,374.087,3.19949,167.146,3.47279e-10,1.5773e-4
DTXSID1034715,108-62-3,Metaldehyde acetaldehyde tetramer,nbc,2.75901e-11,4.58003,6.15297,206.444,1.44248e-6,0.561979,4.30687,238.756,0.122521,-8.23157,0.0629423,0.00119427
DTXSID1034923,7345-69-9,Sodium tetrathiocarbamate,uc,1.01074e-12,13.5617,13.9097,231.875,7.25975e-8,0.113867,3.89632,76.9776,2.34432,40.5732,5.44962e-4,0.00321336
DTXSID1034925,590-00-1,"Potassium 2,4-hexadienoate",uc,4.11625e-11,3.36698,3.55957,208.787,6.64839e-7,0.130046,4.81182,21.2556,-1.78679,223.021,0.333733,0.0197647
DTXSID1034929,283594-90-1,Spiromesifen,uc,3.25632e-11,153.788,3.35752,368.451,1.4525e-8,1.0732,11.7354,5511.98,4.54555,115.74,3.83757e-7,3.54767e-7
DTXSID1034973,87820-88-0,Tralkoxydim,nbc,6.46992e-11,85.8238,3.35444,339.419,8.51569e-9,0.472891,9.73046,1306.82,4.46054,105.879,2.81693e-9,1.84974e-5
DTXSID1035286,33189-72-9,(E)-11-Tetradecen-1-ol acetate,uc,5.16536e-11,816.781,5.71817,284.556,7.30047e-7,1.82102,8.41366,1807.45,6.3775,-21.3529,1.07956e-4,8.44943e-6
DTXSID1035288,33956-49-9,"8,10-Dodecadien-1-ol",uc,1.33387e-10,180.499,3.54772,254.044,1.86375e-5,0.428364,8.47861,1005.29,4.02491,31.8233,5.18226e-4,1.41231e-4
DTXSID1035783,65733-16-6,S-Methoprene,uc,4.74591e-11,143.433,4.76252,348.799,1.09748e-7,0.954644,8.95414,1403.08,5.5028,-8.50141,2.35593e-5,2.76398e-6
DTXSID1035785,65733-20-2,"2,4-Dodecadienoic acid, 3,7,11-trimethyl-, 2-propynyl ester, (S-(E,E))-",uc,1.04372e-10,738.679,4.6528,320.332,9.58564e-7,0.867405,8.41416,1403.92,5.81761,20.3358,7.22218e-6,3.78222e-6
DTXSID1036541,145-13-1,Pregnenolone,uc,6.55586e-11,42.0625,99.299,302.336,4.39216e-9,14.1601,10.9244,556554,4.21644,191.648,4.50778e-8,2.26104e-5
DTXSID1036753,142891-20-1,Cinidon-ethyl,uc,3.96268e-11,91.1162,3.35507,425.332,1.52047e-6,2.49437,11.6831,1781.58,3.83258,77.0369,1.45991e-8,1.46264e-7
DTXSID1037303,375-85-9,Perfluoroheptanoic acid,uc,8.52711e-13,4.98124,4.46934,176.997,2.0945e-10,0.635419,4.0867000000000004,2112.45,2.05938,35.2578,0.0667766,0.319425
DTXSID1037484,194992-44-4,Acetochlor OA,uc,1.64226e-11,2.91632,4.46747,314.694,1.19627e-9,0.835725,10.6162,60.4914,2.60615,96.5431,4.72929e-8,0.00786617
DTXSID1037486,171262-17-2,Alachlor OA,uc,1.38109e-11,2.90234,4.52146,314.722,1.18553e-9,0.855796,10.6162,104.706,2.60647,96.5061,4.06537e-8,0.0077816
DTXSID1037511,24934-91-6,Chlormephos,uc,3.22605e-11,85.7864,74.3566,262.394,2.53192e-7,0.109383,7.37655,344.761,3.08465,27.199,6.69338e-4,2.5764e-4
DTXSID1037515,299-86-5,Crufomate,uc,1.64175e-11,48.2926,3.8163,299.892,4.60061e-8,0.759099,10.3156,530.669,3.41852,60.0356,4.4728e-6,6.89402e-4
DTXSID1037563,120868-66-8,Imidacloprid urea,uc,1.40135e-11,13.3067,3.53784,324.322,1.62314e-9,0.0674424,9.90094,36.4834,0.646671,117.395,2.13728e-7,0.0204161
DTXSID1037565,55814-41-0,Mepronil,uc,1.69957e-11,163.72,3.34319,333.196,3.64324e-10,1.3929,11.2486,6784.76,3.66001,92.6094,4.18799e-7,4.6833e-5
DTXSID1037567,171118-09-5,Metolachlor ESA,uc,2.67458e-11,9.61603,4.7488,314.45,4.33964e-10,1.06284,10.6255,400.209,1.86625,189.09,4.63364e-8,0.00681847
DTXSID1037806,3397-62-4,"6-Chloro-1,3,5-triazine-2,4-diamine",uc,6.19665e-12,2.87547,8.35163,317.069,1.11923e-7,0.1527,8.06364,32.1556,0.412903,244.913,7.03074e-9,0.00416185
DTXSID1038666,5598-15-2,Chlorpyrifos oxon,uc,1.47538e-11,45.793,4.13837,338.697,3.73562e-7,0.352682,9.46095,688.667,3.19947,55.5681,1.2805e-5,2.26021e-4
DTXSID1038743,136-85-6,5-Methyl-1H-benzotriazole,uc,1.53742e-12,3.26196,2.53108,308.765,2.48252e-8,0.144264,6.04776,62.7414,1.02688,81.1418,4.59811e-5,0.0442937
DTXSID1038822,4196-89-8,Neopentyl glycol dibenzoate,uc,1.39472e-11,134.305,4.97505,358.203,2.82607e-8,0.20586,9.15848,2304.44,3.96661,80.1084,4.01578e-7,1.52506e-6
DTXSID1040110,105-37-3,Ethyl propionate,uc,2.15203e-12,3.328,4.12594,101.142,2.07411e-4,0.125928,3.18843,15.7332,1.21084,-76.6428,33.9951,0.207295
DTXSID1040112,106-30-9,Ethyl heptanoate,uc,1.11445e-11,24.1511,4.45598,189.02,5.00821e-4,0.702908,4.45269,406.333,3.25082,-65.0546,0.683701,0.00183895
DTXSID1040291,13411-16-0,Furanace,uc,2.59026e-11,12.3007,3.54331,314.474,1.48557e-7,0.153247,9.59351,151.15,1.37133,170.395,1.36982e-10,1.68677e-4
DTXSID1040293,20354-26-1,Methazole,uc,5.83037e-12,50.3214,4.50492,360.432,3.72064e-5,1.18135,9.59328,3005.85,3.02812,122.966,9.97019e-7,5.37133e-5
DTXSID1040295,24579-73-5,Propamocarb,uc,2.68346e-11,2.83071,4.29068,226.514,1.48351e-9,0.314162,8.37583,308.284,1.12112,91.7842,1.26083e-4,4.60874
DTXSID1040297,556-22-9,Glyodin,uc,2.50463e-11,481.01,11.0938,334.543,4.09851e-8,1.50814,11.1779,13305.2,1.00725,64.9999,1.35933e-7,2.09831e-5
DTXSID1040320,42576-02-3,Bifenox,uc,1.37315e-11,1418.21,3.53895,365.503,7.25478e-9,3.7885,9.62901,9944.97,4.47854,85.0302,1.00231e-7,7.397e-7
DTXSID1040372,133855-98-8,Epoxiconazole,uc,1.62144e-11,81.1614,3.54679,335.477,3.13437e-6,0.495612,10.2041,303.712,3.44009,115.082,2.41618e-7,1.41891e-5
DTXSID1040374,6980-18-3,Kasugamycin,uc,1.39544e-11,3.27874,6.73929,300.237,2.11929e-11,0.143679,9.58241,46.52,-1.75158,171.492,2.50865e-11,0.0299209
DTXSID1040451,57-00-1,Creatine,uc,8.34382e-12,4.09979,4.26253,256.869,6.49651e-9,0.0885508,6.41411,13.1756,-0.541027,186.566,3.58656e-8,0.104657
DTXSID1040459,362-74-3,Bucladesine,uc,1.78706e-11,3.20206,5.66783,304.581,9.48627e-12,0.957363,9.6879,44.6248,0.914783,181.504,1.57446e-10,0.00212606
DTXSID1040619,153559-49-0,Bexarotene,uc,4.02597e-11,37.1014,21.4443,338.562,5.9194e-9,2.95934,10.4886,36536.8,6.51675,142.214,4.34748e-10,6.55531e-7
DTXSID1040661,882-09-7,Clofibric acid,uc,1.42956e-11,3.82849,3.54835,294.429,1.66056e-9,0.0705594,8.58311,86.588,2.57405,118.37,1.76622e-5,0.0055722
DTXSID1040742,124-94-7,Triamcinolone,uc,6.23124e-11,1.79925,97.5402,380.45,1.30888e-11,0.298807,9.4151,9652.94,1.16033,269.941,1.01427e-9,2.04582e-4
DTXSID1040792,58-56-0,Pyridoxine hydrochloride,uc,3.85241e-11,1.59102,3.1082,299.451,2.58563e-8,0.150458,8.12424,53.4932,-2.12054,206.964,9.79663e-7,1.07182
DTXSID1040794,6152-33-6,Sodium 2-phenylphenate tetrahydrate,uc,8.42755e-11,48.602,22.4905,286.159,7.18725e-8,0.106915,9.19909,3412.25,0.69119,67.5706,0.00197786,0.0154132
DTXSID1041057,130209-82-4,Latanoprost,uc,8.15797e-11,319.232,6.63189,395.453,9.42877e-11,0.186021,9.37473,21309.2,4.36324,175.767,4.90725e-10,1.27458e-5
DTXSID1041184,18172-67-3,(-)-beta-Pinene,uc,7.9187e-11,392.024,24.2705,159.16,0.0610123,5.06878,4.47666,2663.8,4.16124,-60.6036,2.89732,2.71895e-5
DTXSID1041213,124-16-3,1-(2-Butoxyethoxy)-2-propanol,uc,3.74494e-11,4.75969,3.8148,229.925,4.59356e-9,0.232539,7.55209,53.1104,1.12728,-27.5085,0.0600636,0.690026
DTXSID1041217,57-15-8,"1,1,1-Trichloro-2-methyl-2-propanol",uc,3.50466e-12,1.70483,6.55703,167.029,3.67421e-6,0.170443,4.92076,357.548,2.03131,96.9518,1.53341,0.0454831
DTXSID1041265,2425-77-6,2-Hexyl-1-decanol,uc,2.58772e-11,1357.17,5.93914,316.563,2.11475e-5,1.81746,9.55867,3277.46,6.52183,29.1372,2.18467e-5,7.52785e-7
DTXSID1041267,1569-02-4,1-Ethoxy-2-propanol,uc,2.09905e-11,4.82015,4.12388,131.279,8.11062e-7,0.0941098,4.30301,14.7877,0.27259100000000003,-36.5284,3.59066,9.69227
DTXSID1041269,77-53-2,(+)-Cedrol,uc,2.46392e-11,249.154,166.227,288.077,8.66954e-6,7.22381,9.23161,7234.9,4.16484,86.0561,0.0032442,3.92373e-4
DTXSID1041340,377851,"2,4,6-Triisopropylphenol",uc,1.46837e-11,731.329,20.4897,270.322,8.23377e-6,2.04594,9.13712,8011.63,4.84925,25.1498,0.00305355,1.17454e-5
DTXSID1041346,533-23-3,"2,4-D-ethyl ester",uc,1.32943e-11,59.112,4.88634,296.339,2.65926e-8,1.51703,7.56772,269.308,3.13514,54.164,2.36796e-4,4.45814e-4
DTXSID1041390,2797-51-5,"2-Amino-3-chloro-1,4-naphthoquinone",uc,5.52585e-12,3.18848,4.05522,315.173,2.5285e-7,0.0942695,8.73402,1178.7,2.11697,198.936,4.50183e-7,1.01028e-4
DTXSID1041392,63589-10-6,"Sodium 1-amino-4-p-anisidino-9,10-dihydro-9,10-dioxoanthracene-2-sulphonate",uc,1.38922e-11,11.2871,7.45069,385.619,1.61042e-11,0.18839,9.46081,243.77,1.67616,204.144,1.32995e-9,5.08761e-4
DTXSID1041421,487-06-9,"5,7-Dimethoxy-2H-chromen-2-one",uc,3.73411e-11,5.70364,5.15229,303.461,3.00108e-9,0.588989,7.45686,283.359,1.82378,148.835,1.82562e-5,0.00252514
DTXSID1041425,6728-26-3,(2E)-2-Hexenal,uc,4.39942e-11,11.2932,4.27589,146.152,4.90495e-5,0.359036,3.65196,18.6197,1.10063,-50.8183,21.1711,0.0959834
DTXSID1041475,78-66-0,"3,6-Dimethyl-4-octyne-3,6-diol",uc,1.85595e-11,3.51013,5.12778,135.284,3.32231e-7,0.085142,7.58905,80.5559,2.08837,66.8866,0.00247891,0.058557
DTXSID1041550,7540-51-4,(S)-(-)-beta-Citronellol,uc,7.99972e-11,45.9541,3.53679,224.258,5.06981e-6,0.112859,7.37512,130.266,3.90856,9.67353,0.0441618,0.00211118
DTXSID1041554,85665-95-8,"7-Benzothiazolesulfonic acid, 2-[4-[[4-[[3-[[5-(aminocarbonyl)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl]azo]-4-sulfophenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]phenyl]-6-methyl-, disodium salt",uc,1.03955e-10,5.28456,13.7777,348.44,1.32183e-11,0.745116,9.59487,31648,5.01114,170.943,1.17261e-7,0.104189
DTXSID1041635,4129-84-4,C.I. Acid Violet 17,uc,4.53782e-11,6.00729,15.2272,442.814,8.74914e-9,0.340635,9.79433,134860,4.08412,194.453,1.99483e-9,5.30138e-8
DTXSID1041637,3531-23-5,"Benzenepropanenitrile, beta-hydroxy-beta-phenyl-",uc,1.94381e-11,25.3348,10.7131,326.432,6.48593e-8,0.255859,9.67768,289.845,2.38173,117.903,1.10372e-6,6.76311e-4
DTXSID1041639,827-21-4,Sodium m-xylene-4-sulfonate,uc,3.4361e-12,5.28795,4.97623,318.922,1.34752e-8,0.150127,8.38346,140.427,-2.28196,78.9053,9.65869e-7,1.26592
DTXSID1041681,13181-17-4,Bromofenoxim,uc,1.81322e-11,367431,9.2144,345.467,1.91656e-7,0.849798,11.0931,6843,3.30121,196.516,6.51449e-12,2.17476e-7
DTXSID1041683,2104-96-3,Bromofos,uc,8.52494e-12,3880.78,5.68185,372.42,7.44031e-6,9.31554,9.59832,3424.6,5.21004,53.6044,1.26979e-4,2.78618e-6
DTXSID1041710,6844-74-2,"C.I. Acid Red 106, disodium salt",uc,3.7122e-11,3.23535,15.4578,291.479,1.44745e-11,0.380814,9.48928,1571.51,2.45658,229.569,3.05891e-10,0.093453
DTXSID1041712,5413-75-2,"C.I. Acid Red 73, disodium salt",uc,1.84504e-11,3.66153,8.44221,321.153,2.1039e-11,0.183099,9.42123,60493.2,3.68465,226.496,1.84241e-9,0.0412215
DTXSID1041714,1658-56-6,"C.I. Acid Red 88, monosodium salt",uc,1.6697e-11,11.24,4.7969,365.562,1.77853e-8,0.257288,9.50755,787.732,3.95051,211.522,4.62512e-10,0.0683922
DTXSID1041716,6408-63-5,"C.I. Acid Violet 34, disodium salt",uc,3.15094e-11,5.30929,33.5052,440.768,2.78899e-10,0.200722,9.53802,136185,3.45243,205.972,1.19939e-7,3.01347e-4
DTXSID1041718,846-70-8,Flavianic acid sodium salt,uc,2.6483e-12,5.47478,5.19295,289.486,1.30321e-10,0.14913,9.12044,1234.62,0.129072,165.19,1.121e-10,0.257966
DTXSID1041766,103-17-3,Chlorbenside,uc,2.22e-12,8789.65,22.3606,350.773,1.65213e-4,122.681,8.80428,12495.9,5.41041,75.1355,1.71456e-4,1.70006e-6
DTXSID1041841,23576-24-1,Desmethylnorflurazon,uc,2.01808e-11,9.6459,3.54418,334.487,1.06952e-9,0.369351,8.42723,638.445,3.36577,205.82,1.24463e-6,0.00451307
DTXSID1041843,54549-24-5,"D-Glucopyranoside, hexyl",uc,1.62515e-11,1.21026,3.52883,313.208,1.66735e-9,0.13482,8.63328,146.695,0.160104,141.853,1.09295e-9,0.0942983
DTXSID1041845,80060-09-9,Diafenthiuron,uc,2.8326e-11,1527.2,5.15938,400.413,1.26268e-9,0.442884,9.48956,59947.8,6.00013,146.021,3.79729e-10,1.55311e-7
DTXSID1041847,109-43-3,Dibutyl decanedioate,uc,1.20965e-11,256.345,5.67579,344.455,2.39622e-7,0.853536,9.77083,6079.44,5.97151,-10.2208,4.69437e-6,1.25958e-4
DTXSID1041897,3696-28-4,Dipyrithione,uc,8.42107e-12,7.46926,124.271,322.005,5.80751e-6,0.132597,8.95539,515.636,2.02004,258.46,6.87465e-7,8.68504e-5
DTXSID1041899,129-67-9,Disodium endothal,uc,4.38514e-12,2.90459,3.7196,317.935,5.81134e-10,0.126209,7.83933,122.834,-0.888357,182.398,1.58434e-10,0.537395
DTXSID1041928,116-01-8,Ethoate-methyl,uc,1.32189e-11,2.84661,129.247,321.311,2.09448e-8,0.0852809,10.3729,32.6946,1.08985,32.4255,1.38319e-5,0.0349092
DTXSID1041970,1632-73-1,Fenchol,uc,3.3328e-11,9.56729,6.23891,213.156,9.15565e-6,0.0914037,6.57452,1843.37,3.1702,46.171,0.0357015,0.0053693
DTXSID1041978,101463-69-8,Flufenoxuron,uc,1.38266e-11,93.8325,3.54564,254.457,1.20658e-11,0.398552,9.60212,62356.9,5.72211,194.392,2.22159e-10,6.06281e-9
DTXSID1042075,42065-76-9,Isopropylsulfamic acid,uc,1.76623e-12,6.1217,7.70417,259.805,1.3947e-8,0.0830021,6.97955,5.14828,-0.23538,141.094,2.49363e-6,0.719005
DTXSID1042077,34123-59-6,Isoproturon,uc,1.2004e-11,13.6791,4.34177,311.002,1.46472e-9,0.238612,9.80241,100.356,2.6855,157.881,2.4854e-8,3.14271e-4
DTXSID1042079,55861-78-4,Isouron,uc,1.38499e-11,15.5051,4.6213,308.532,7.24139e-10,0.35979,9.46789,293.318,1.97666,119.482,3.85195e-7,0.00375943
DTXSID1042100,27253-30-1,Lithium neodecanoate,uc,1.29055e-11,3.67174,5.26412,256.218,1.63935e-6,0.173988,7.0774,83.7791,3.06305,80.282,0.0687426,0.00224537
