DTXSID,true_chemname,true_cas
DTXSID9023334,Montelukast,158966-92-8
DTXSID701017136,1-(3-(Isopropylamino)-2-pyridyl)-4-((5-methanesulfonamidoindol-2-yl)carbonyl)piperazine monomethanesulfonate,147221-93-0
DTXSID3046451,Capecitabine,154361-50-9
DTXSID5035080,Nelfinavir,159989-64-7
DTXSID8045933,Zolmitriptan,139264-17-8
DTXSID6022848,Clopidogrel,113665-84-2
DTXSID7031797,Nevirapine,129618-40-2
DTXSID6045531,Brinzolamide,138890-62-7
DTXSID3023550,Raloxifene,84449-90-1
DTXSID5020239,Candesartan cilexetil,145040-37-5
DTXSID0041145,Trovafloxacin,147059-72-1
DTXSID1046132,Risedronate sodium,115436-72-1
DTXSID9023679,Tizanidine,51322-75-9
DTXSID7041047,Imiquimod,99011-02-6
DTXSID8022826,Citalopram,59729-33-8
DTXSID0023329,Modafinil,68693-11-8
DTXSID6023579,Sildenafil,139755-83-2
DTXSID4040507,Interferon-alphacon1,118390-30-0
DTXSID9046029,Efavirenz,154598-52-4
DTXSID40426422,(-)-carprofen,52263-83-9
DTXSID3023552,Repaglinide,135062-02-1
DTXSID4048480,Fosfomycin,23155-02-4
DTXSID0022777,Celecoxib,169590-42-5
DTXSID8023395,Orlistat,96829-58-2
DTXSID7046673,Eptifibatide,188627-80-7
DTXSID4046444,Abacavir,136470-78-5
DTXSID0022989,Eprosartan,133040-01-4
DTXSID2023565,Rizatriptan,144034-80-0
DTXSID6047860,Mafenide,138-39-6
DTXSID8023636,Telmisartan,144701-48-4
DTXSID70872514,Icodextrin,337376-15-5
DTXSID0023749,Zanamivir,139110-80-8
DTXSID50160461,Lepirudin,138068-37-8
DTXSID5043714,Temozolomide,85622-93-1
DTXSID2023567,Rofecoxib,162011-90-7
DTXSID7037131,Rosiglitazone,122320-73-4
DTXSID5040883,Monophosphoryl lipid A,143110-73-0
DTXSID10869549,Dalfopristin,112362-50-2
DTXSID00873377,Quinupristin,120138-50-3
DTXSID9044291,Oseltamivir,196618-13-0
DTXSID9043934,Mangafodipir trisodium,140678-14-4
DTXSID6048333,Mivacurium,133814-19-4
DTXSID3046906,Diethylstilbestrol diphosphate,522-40-7
DTXSID9023201,Leflunomide,75706-12-6
DTXSID5040910,Rituximab,174722-31-7
DTXSID7023564,Rivastigmine,123441-03-2
DTXSID5023748,Zaleplon,151319-34-5
DTXSID2045604,Verteporfin,129497-78-5
DTXSID7057654,Embutramide,15687-14-6
DTXSID9046497,Valrubicin,56124-62-0
DTXSID8048652,Ibutilide fumarate,122647-32-9
DTXSID6022719,Cabergoline,81409-90-7
DTXSID3037129,Pioglitazone,111025-46-8
DTXSID5023037,Exemestane,107868-30-4
DTXSID0042668,Zoledronate,118072-93-8
DTXSID3045192,6-(Trifluoromethoxy)-2-Benzothiazolamine,1744-22-5
DTXSID8040850,Ethanercept,185243-69-0
DTXSID3048491,Moxifloxacin,151096-09-2
DTXSID3040649,4-Methylpyrazole,7554-65-6
DTXSID30155037,Citrate,126-44-3
DTXSID00925148,"1-[1-(4-Chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine--hydrogen chloride--water (1/1/1)",125494-59-9
DTXSID5045704,Gatifloxacin,112811-59-3
DTXSID5023582,Sirolimus,53123-88-9
DTXSID8041080,(E)-Nitenpyram,150824-47-8
DTXSID5046061,Amprenavir,161814-49-9
DTXSID8046456,Lopinavir,192725-17-0
DTXSID9040504,Infliximab,170277-31-3
DTXSID5046489,Linezolid,165800-03-3
DTXSID5046439,Entacapone,130929-57-6
DTXSID80210281,(-)-Mirtazapine,61364-37-2
DTXSID601010882,Ribonucleic acids,63231-63-0
DTXSID5020021,N-Acetyl-L-cysteine,616-91-1
DTXSID2036588,"Glycols, polyethylene, mono(p-nonylphenyl) ether",26027-38-3
DTXSID2052657,Brompheniramine hydrogen maleate,980-71-2
DTXSID9047837,Doxapram hydrochloride,113-07-5
DTXSID8052778,"Phosphoric acid, ammonium salt (1:3)",10361-65-6
DTXSID5029689,Ammonium phosphate,7722-76-1
DTXSID9037246,Metformin hydrochloride,1115-70-4
DTXSID80243933,Fentanyl citrate,990-73-8
DTXSID6022973,Droperidol,548-73-2
DTXSID9023049,Fentanyl,437-38-7
DTXSID3045356,Oxybutynin hydrochloride,1508-65-2
DTXSID0044280,Quinine,130-95-0
DTXSID7025556,Methoxyflurane,76-38-0
DTXSID9046942,Desipramine hydrochloride,58-28-6
DTXSID1023495,Pralidoxime chloride,51-15-0
DTXSID6023109,Glycopyrrolate bromide,596-51-0
DTXSID8023216,"3,5,3'-Triiodothyronine",6893-02-3
DTXSID50952348,Sulfato--sparteinato (1/1),299-39-8
DTXSID4023591,Sparteine,90-39-1
DTXSID4047838,Diethylpropion hydrochloride,134-80-5
DTXSID0040410,Sodium alginate,9005-38-3
DTXSID4048987,2-Hydroxyethyl salicylate,87-28-5
DTXSID1022976,Echothiophate iodide,513-10-0
DTXSID9026132,Theobromine,83-67-0
DTXSID8020250,Carbon tetrachloride,56-23-5
DTXSID7044508,Barium chloride,10361-37-2
DTXSID7045312,alpha-Santonin,481-06-1
DTXSID7023271,Methacholine chloride,62-51-1
DTXSID10204355,Betahistine hydrochloride [USAN:USP],5579-84-0
DTXSID3023716,Trioxsalen,3902-71-4
DTXSID601017133,Vinblastine sulfate,143-67-9
DTXSID8032041,Silver acetate,563-63-3
DTXSID7044471,Methyl nicotinate,93-60-7
DTXSID2048903,(-)-Cocaine hydrochloride,53-21-4
DTXSID3022401,Cholesterol,57-88-5
DTXSID2027208,Magnesium stearate,557-04-0
DTXSID6034471,Copper(II) carbonate,1184-64-1
DTXSID00554255,Cupric carbonate basic,147550-61-6
DTXSID6058473,Copper carbonate,7492-68-4
DTXSID7020558,Emetine dihydrochloride,316-42-7
DTXSID00923189,1-Cyclopentyl-N-methylpropan-2-amine-hydrochloride,538-02-3
DTXSID50873382,(S)-Warfarin,5543-57-7
DTXSID80889335,Hyoscyamine,101-31-5
DTXSID4020113,Atropine,51-55-8
DTXSID0022985,Ephedrine,299-42-3
DTXSID9060366,Potassium salicylate,578-36-9
DTXSID301019704,Ipomea resin,9000-34-4
DTXSID001019705,Resin scammony,9000-58-2
DTXSID0045252,Demeclocycline hydrochloride,64-73-3
DTXSID8023424,Paromomycin,7542-37-2
DTXSID7041045,Hygromycin B,31282-04-9
DTXSID801009322,Erythromycin lactobionate,3847-29-8
DTXSID9048699,Chloramphenicol palmitate,530-43-8
DTXSID2045573,Monensin sodium,22373-78-0
DTXSID0042664,Vancomycin,1404-90-6
DTXSID7040736,Fumagillin,23110-15-8
DTXSID4022783,Cephalothin,153-61-7
DTXSID6040581,Penicillin G sodium,69-57-8
DTXSID3023429,Penicillin V,87-08-1
DTXSID1023605,Sulbactam,68373-14-8
DTXSID60210067,Clavulanate potassium,61177-45-5
DTXSID5046643,Ceftizoxime sodium,68401-82-1
DTXSID1047788,Ciprofloxacin hydrochloride,93107-08-5
DTXSID3022829,Clarithromycin,81103-11-9
DTXSID7022629,Atovaquone,95233-18-4
DTXSID0033960,Rifabutin,72559-06-9
DTXSID2057865,Dextroamphetamine sulfate,51-63-8
DTXSID7049003,Esmolol hydrochloride,81161-17-3
DTXSID6021327,Tetrahydrocannabinol,1972-08-3
DTXSID0045707,Metomidate hydrochloride,35944-74-2
DTXSID1023607,Sulfadimethoxine,122-11-2
DTXSID6023157,Iohexol,66108-95-0
DTXSID70933614,(~133~Xe)Xenon,14932-42-4
DTXSID1023158,Iopamidol,60166-93-0
DTXSID7022598,Amoxapine,14028-44-5
DTXSID9040554,Moclobemide,71320-77-9
DTXSID2044268,Cetirizine hydrochloride (1:2),83881-52-1
DTXSID2046414,Muromonab-CD3,140608-64-6
DTXSID2047480,Prednisolone sodium phosphate,125-02-0
DTXSID8047137,Betamethasone 21-phosphate disodium,151-73-5
DTXSID3045647,Desoximetasone,382-67-2
DTXSID1040742,Triamcinolone,124-94-7
DTXSID0048634,Triamcinolone hexacetonide,5611-51-8
DTXSID8020202,Budesonide,51333-22-3
DTXSID20191424,Fluorometholone acetate [USAN:USP],3801-06-7
DTXSID5020366,Cyproterone acetate,427-51-0
DTXSID3045306,Isoflupredone acetate,338-98-7
DTXSID9045502,Prednicarbate,73771-04-7
DTXSID6046636,Halobetasol propionate,66852-54-8
DTXSID5048184,Melengestrol acetate,2919-66-6
DTXSID70878637,Medrogestone,977-79-7
DTXSID2049006,Hydrocortisone 21-hemisuccinate sodium salt,125-04-2
DTXSID2023062,Fludrocortisone acetate,514-36-3
DTXSID7046756,Desonide,638-94-8
DTXSID9045633,Hydrocortisone valerate,57524-89-7
DTXSID6045905,Amcinonide,51022-69-6
DTXSID3047477,dl-Norgestrel,6533-00-2
DTXSID1046922,Norgestimate,35189-28-7
DTXSID001014743,"(5alpha,17beta)-17-Methyl-1'H-androstano[3,2-c]pyrazol-17-ol",302-96-5
DTXSID3023001,Estradiol enanthate,4956-37-0
DTXSID00156854,Boldenone undecylenate,13103-34-9
DTXSID4020379,Dehydroepiandrosterone,53-43-0
DTXSID201018727,Vasopressin,11000-17-2
DTXSID7041041,Human growth hormone,12629-01-5
DTXSID8040488,Growth hormone,9002-72-6
DTXSID3040483,Follicle stimulating hormone,9002-68-0
DTXSID6026080,Terephthalic acid,100-21-0
DTXSID5023798,12-O-Tetradecanoylphorbol-13-acetate,16561-29-8
DTXSID201019301,"Carbonic acid, manganese salt (1:?)",17375-37-0
DTXSID1042108,Manganese carbonate (1:1),598-62-9
DTXSID6042109,Manganese dioxide,1313-13-9
DTXSID00947401,4-(2-Hydroxypropan-2-yl)-1-methylcyclohexan-1-ol--water (1/1),2451-01-6
DTXSID201019020,Terpinol,8006-39-1
DTXSID40152855,Dichlorobenzyl alcohol,12041-76-8
DTXSID8046791,Amylmetacresol,1300-94-3
DTXSID10972603,"N-[Hydroxy(phenyl)methylidene]glycine--1,3,5,7-tetraazatricyclo[3.3.1.1~3,7~]decane (1/1)",5714-73-8
DTXSID601015694,Bismuth oxide,12640-40-3
DTXSID8046537,Bismuth oxide,1304-76-3
DTXSID8021721,Strychnine hemisulphate salt,60-41-3
DTXSID5025946,Potassium bromide,7758-02-3
DTXSID6023155,Iodoquinol,83-73-8
DTXSID7021233,FD&C Red 3,16423-68-0
DTXSID0047030,D-Lactic acid,10326-41-7
DTXSID7040441,Carboxymethyl cellulose,9000-11-7
DTXSID101010863,Fibrinogens,9001-32-5
DTXSID80883277,Pilocarpine nitrate salt,148-72-1
DTXSID4035708,Methylbenzethonium chloride,25155-18-4
DTXSID7044213,Quinine hydrochloride (1:1),130-89-2
DTXSID601015656,Quinine hydrochloride (1:x),7549-43-1
DTXSID9023465,Phenylephrine,59-42-7
DTXSID40904674,(-)-Iopanoic acid,17879-97-9
DTXSID6023159,Iopanoic acid,96-83-3
DTXSID40893872,Bismuth hydroxide nitrate oxide (Bi5(OH)?9(NO3)?4O),1304-85-4
DTXSID3024449,Allylthiourea,109-57-9
DTXSID3024106,Fluorine,7782-41-4
DTXSID6047521,Manganese hypophosphite,10043-84-2
DTXSID30273987,(2S)-2-Hydroxybutanedioic acid,97-67-6
DTXSID8038770,Zinc acetate,557-34-6
DTXSID1058767,"1H-Imidazole-4-ethanamine, dihydrochloride",56-92-8
DTXSID9023540,Pyridostigmine bromide,101-26-8
DTXSID9041075,Neostigmine bromide,114-80-7
DTXSID1022978,Edrophonium chloride,116-38-1
DTXSID40891272,Yohimbine hydrochloride,65-19-0
DTXSID1020190,C.I. Acid Blue 74,860-22-0
DTXSID10872452,Sodium L-(+)-methotrexate,15475-56-6
DTXSID3037123,Methotrexate disodium salt,7413-34-5
DTXSID4045393,Benoxinate hydrochloride,5987-82-6
DTXSID7024740,Casanthrol,8024-48-4
DTXSID3026279,Indigo dye,482-89-3
DTXSID5023407,Oxycodone,76-42-6
DTXSID10189214,Oxymorphone hydrochloride [USP],357-07-3
DTXSID3023683,Tolazoline,59-98-3
DTXSID60215315,Phentolamine mesylate,65-28-1
DTXSID2023145,Indocyanine green,3599-32-4
DTXSID1022685,Bretylium tosylate,61-75-6
DTXSID3045144,Dequalinium dichloride,522-51-0
DTXSID4020822,Methotrexate,59-05-2
DTXSID50991292,Diphenyl(piperidin-2-yl)methanol--hydrogen chloride (1/1),71-78-3
DTXSID8044331,Vincristine sulfate,2068-78-2
DTXSID0021339,Thiotepa,52-24-4
DTXSID2036409,Calcium disodium ethylenediaminetetraacetate,62-33-9
DTXSID9022813,Chlorzoxazone,95-25-0
DTXSID2023694,Tranylcypromine,155-09-9
DTXSID201015773,"(1R,2S)-Tranylcypromine",3721-26-4
DTXSID501010910,"Protamines, sulfates",9009-65-8
DTXSID1023281,Methazolamide,554-57-4
DTXSID10162209,"Propanamide, N-(2-methylphenyl)-2-(propylamino)-, (R)-",14289-32-8
DTXSID7031955,Prilocaine,721-50-6
DTXSID6042521,Zoalene,148-01-6
DTXSID6045323,Dyclonine hydrochloride,536-43-6
DTXSID9023419,Paraldehyde,123-63-7
DTXSID6023787,Nickel sulfate,7786-81-4
DTXSID5040461,Dimercaprol,59-52-9
DTXSID60872942,(Dodecyl-ar-methylbenzyl)trimethylammonium chloride,28855-27-8
DTXSID2044349,Hydrogen iodide,10034-85-2
DTXSID4044957,Lithium benzoate,553-54-8
DTXSID601011292,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, calcium salt (1:?)",7693-13-2
DTXSID6023101,Glutathione,70-18-8
DTXSID00885874,"Pentanoic acid, ammonium salt (1:1)",42739-38-8
DTXSID3052228,(-)Bronyl acetate,5655-61-8
DTXSID7041675,Bornyl acetate,76-49-3
DTXSID8031940,Potassium fluoride,7789-23-3
DTXSID6063729,Bismuth tribromophenate,5175-83-7
DTXSID4044161,Antimony trichloride,10025-91-9
DTXSID00203397,"Pentanoic acid, compd. with (8a,9R)-6'-methoxycinchonan-9-ol (1:1)",549-66-6
DTXSID901019695,Quinine valerate,92759-13-2
DTXSID90896919,Curare,8063-06-7
DTXSID2020717,4-(Benzyloxyl)phenol,103-16-2
DTXSID20998132,"4,4'-Methylenebis(N,N,N-trimethylcyclohexan-1-aminium) diiodide",7681-78-9
DTXSID0025818,Oxethazaine,126-27-2
DTXSID2042436,Sulisobenzone,4065-45-6
DTXSID201014482,Iron bromide (FeBr2),7789-46-0
DTXSID00157184,Magaldrate,1317-26-6
DTXSID901019376,"aluminum magnesium hydroxide sulfate (al5mg10(oh)31(so4)2), hydrate",74978-16-8
DTXSID9046651,Anethole trithione,532-11-6
DTXSID0093687,C.I. Natural Black 1,8005-33-2
DTXSID6046397,Monophosphothiamine,532-40-1
DTXSID6022557,Adenine,73-24-5
DTXSID1046009,Coenzyme B12,13870-90-1
DTXSID5048978,Acetylcholine chloride,60-31-1
DTXSID3020623,Ferric citrate tetrahydrate,2338-05-8
DTXSID601019377,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, iron(3+) salt (1:?)",28633-45-6
DTXSID0037657,Iron(III) citrate,3522-50-7
DTXSID5029639,Iron oxide (Fe3O4),1317-61-9
DTXSID6049648,Iron oxide,1332-37-2
DTXSID90228453,Ferric hypophosphite [NF],7783-84-8
DTXSID501018671,Ferrous Lactate,5905-52-2
DTXSID301019697,Ferrous tartrate,2944-65-2
DTXSID9040180,Cobalt chloride,7646-79-9
DTXSID60894841,Calcium lactate gluconate,11116-97-5
DTXSID301014485,"Iodic acid (HIO3), calcium salt (2:1)",7789-80-2
DTXSID1052531,Calcium phosphinate,7789-79-9
DTXSID70927497,"Manganese(2+) 1,5-dihydroxypentan-3-yl phosphate 2,3-dihydroxypropyl phosphate (2/1/1)",1320-46-3
DTXSID1022558,Adenosine,58-61-7
DTXSID10894614,"Balsams, copaiba",8001-61-4
DTXSID80974891,Sulfuric acid--cinchonan-9-ol (1/2),5949-16-6
DTXSID501019217,"Potash, sulfurated",8027-93-8
DTXSID6022133,Ethyl 3-aminobenzoate methanesulfonic acid salt,886-86-2
DTXSID6041137,Tetraethylammonium chloride,56-34-8
DTXSID2045024,Tetraethylammonium,66-40-0
DTXSID80883217,"Ethanaminium, N,N,N-triethyl-, iodide (1:1)",68-05-3
DTXSID7020926,Nickel(II) acetate,373-02-4
DTXSID4044379,Gold trichloride,13453-07-1
DTXSID20110074,Bengal Rose,11121-48-5
DTXSID90892431,Calcium metasilicate,10101-39-0
DTXSID4029648,Calcium silicate,1344-95-2
DTXSID20197683,Chrysophanic acid-9-anthrone,491-58-7
DTXSID201015816,Chrysarobin (extract),8001-71-6
DTXSID7020768,Kaempferol,520-18-3
DTXSID1064875,Antimony iodide (SbI3),7790-44-5
DTXSID3047003,Potassium perchlorate,7778-74-7
DTXSID3022403,"2,2'-Dihydroxy-4-methoxybenzophenone",131-53-3
DTXSID0029636,Disodium sulfide,1313-82-2
DTXSID0020650,Gallic acid,149-91-7
DTXSID5046851,Decoquinate,18507-89-6
DTXSID1049643,Hydroxyethylcellulose,9004-62-0
DTXSID10964306,Metoclopramide monohydrochloride,7232-21-5
DTXSID5022980,Emetine,483-18-1
DTXSID60889333,"Benzenemethanol, .alpha.-[(1R)-1-(methylamino)ethyl]-, (.alpha.S)-rel-",90-81-3
DTXSID6020565,Ephedrine sulfate,134-72-5
DTXSID40934890,Sulfuric acid--3-amino-2-methyl-1-phenylpropan-1-ol (1/2),154-45-0
DTXSID2031530,Lemon oil,8008-56-8
DTXSID301010940,.beta.-Fructofuranosidase,9001-57-4
DTXSID0045967,Aloin A,1415-73-2
DTXSID70904581,Aloin B,28371-16-6
DTXSID6048755,Aloin,8015-61-0
DTXSID2024662,Brucine,357-57-3
DTXSID8046583,Antimony(V) sulfide,1315-04-4
DTXSID2020501,Methadone hydrochloride,1095-90-5
DTXSID30975070,"6-(Dimethylamino)-4,4-diphenylheptan-3-one--hydrogen chloride (1/1)",5967-73-7
DTXSID8041795,d-Coniine,458-88-8
DTXSID301019378,"Piperidine, 2-propyl-, (2R)-",5985-99-9
DTXSID5058721,Silicic acid (H4SiO4),10193-36-9
DTXSID4042381,Silicic acid,1343-98-2
DTXSID30872499,Metasilicic acid,7699-41-4
DTXSID901009844,"Oils, dill",8006-75-5
DTXSID50889423,Disodium hydrogen citrate,144-33-2
DTXSID90166563,"Nitric acid, uranium salt",15905-86-9
DTXSID3029651,"Carbonic acid, strontium salt (1:1)",1633-05-2
DTXSID301014473,Iron iodide (FeI2),7783-86-0
DTXSID00890509,"Pentanoic acid, zinc salt (2:1)",556-38-7
DTXSID40881395,Radium bromide,10031-23-9
DTXSID8020385,Dextran,9004-54-0
DTXSID4027442,Sodium 2-(dodecyloxy)-2-oxoethane-1-sulphonate,1847-58-1
DTXSID2033314,Chlorhexidine,55-56-1
DTXSID6021246,C.I. Basic Violet 14,632-99-5
DTXSID6042448,Tetracaine hydrochloride,136-47-0
DTXSID1043883,Tetracaine,94-24-6
DTXSID401009794,"Oils, sandalwood",8006-87-9
DTXSID1023572,Salsalate,552-94-3
DTXSID60233711,Normethadone hydrochloride,847-84-7
DTXSID7042435,Sulfurous acid,7782-99-2
DTXSID10881180,Albuterol sulfate,51022-70-9
DTXSID401018680,Guaiac,9000-29-7
DTXSID2025509,Lithium chloride,7447-41-8
DTXSID90931738,"Butanedioic acid, 2,3-dihydroxy- (2R,3R)-, ammonium salt (1:?)",14307-43-8
DTXSID50889463,Diammonium L-(+)-tartrate,3164-29-2
DTXSID9023415,Pancuronium bromide,15500-66-0
DTXSID40974771,beta-Hydrastine hydrochloride,5936-28-7
DTXSID601018729,Paraffin waxes,308069-08-1
DTXSID70957097,"3,14-Dihydroxy-17-(prop-2-en-1-yl)-4,5-epoxymorphinan-6-one--hydrogen chloride (1/1)",357-08-4
DTXSID6037649,Deferoxamine mesylate,138-14-7
DTXSID1020562,Enflurane,13838-16-9
DTXSID40904634,(R)-Enflurane,22194-22-5
DTXSID4044585,Dantrolene sodium,14663-23-1
DTXSID601014458,Galactose,26566-61-0
DTXSID0023088,D-?Galactose,59-23-4
DTXSID00890645,"Sulfuric acid, chromium(3+) potassium salt (2:1:1)",10141-00-1
DTXSID50920527,"Sulfuric acid, chromium potassium salt (1:?:?)",10279-63-7
DTXSID4022315,Zearalanol,26538-44-3
DTXSID3045437,Terbutaline hemisulfate,23031-32-5
DTXSID50109370,Air,132259-10-0
DTXSID3030636,Adriamycin hydrochloride,25316-40-9
DTXSID9025299,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",6197-30-4
DTXSID0020369,Dacarbazine,4342-03-4
DTXSID6020197,Bromocriptine mesylate,22260-51-1
DTXSID00880006,Loperamide hydrochloride,34552-83-5
DTXSID901018728,Cetrimide,8044-71-1
DTXSID0023533,Protirelin,24305-27-9
DTXSID50172822,Prazosin hydrochloride,19237-84-4
DTXSID1045536,Disopyramide,3737-09-5
DTXSID00904630,(R)-Disopyramide,74464-83-8
DTXSID7023229,Loxapine,1977-10-2
DTXSID8023557,Ribavirin,36791-04-5
DTXSID3022908,Dextromethorphan,125-71-3
DTXSID2045440,Probucol,23288-49-5
DTXSID4046864,Desmopressin acetate,62288-83-9
DTXSID50904569,Butorphanol tartrate,58786-99-5
DTXSID1045534,Flunisolide,3385-03-3
DTXSID4023624,Sulindac,38194-50-2
DTXSID60951968,"Disodium [(2-carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-6-yl)carboximidato](thiophen-3-yl)acetate",29457-07-6
DTXSID5045461,Acebutolol hydrochloride,34381-68-5
DTXSID5022932,Diflunisal,22494-42-4
DTXSID7048617,Sincalide,25126-32-3
DTXSID4024983,Cisplatin,15663-27-1
DTXSID2048953,Estramustine phosphate sodium,52205-73-9
DTXSID2048614,Pinaverium bromide,53251-94-8
DTXSID9021182,Praziquantel,55268-74-1
DTXSID80904739,(R)-Praziquantel,57452-98-9
DTXSID1045293,Benzydamine hydrochloride,132-69-4
DTXSID2022628,Atenolol,29122-68-7
DTXSID10239405,Esatenolol,93379-54-5
DTXSID7045576,Naproxen sodium,26159-34-2
DTXSID1048966,Sucrose octasulfate-aluminum complex,54182-58-0
DTXSID40904679,(R)-(-)-Isoflurane,133098-04-1
DTXSID5064968,Zinc iodide (ZnI2),10139-47-6
DTXSID20177844,Nalbuphine hydrochloride,23277-43-2
DTXSID10897160,Flupentixol decanoate,30909-51-4
DTXSID2046759,Clobazam,22316-47-8
DTXSID20890642,"Sulfuric acid, chromium(3+) salt (3:2)",10101-53-8
DTXSID1026241,"3,3,5-Trimethylcyclohexyl salicylate",118-56-9
DTXSID3038852,Ensulizole,27503-81-7
DTXSID30892970,Ketotifen fumarate,34580-14-8
DTXSID7023437,"3,7-Dihydro-3,7-dimethyl-1-(5-oxohexyl)-1H-Purine-2,6-dione",6493-05-6
DTXSID8040147,Diltiazem hydrochloride,33286-22-5
DTXSID4046602,Trifluridine,70-00-8
DTXSID30145993,(S)-Tiaprofenic acid,103667-50-1
DTXSID5023665,Tiaprofenic acid,33005-95-7
DTXSID001016806,Halofuginone hydrobromide,64924-67-0
DTXSID6045583,Ciclopirox olamine,41621-49-2
DTXSID5023370,Nimodipine,66085-59-4
DTXSID90228594,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 2-methoxyethyl 1-methylethyl ester, (4S)-",77940-93-3
DTXSID4020115,Auranofin,34031-32-8
DTXSID0044654,Labetalol hydrochloride,32780-64-6
DTXSID101017233,1-(2-(2-Hydroxy-3-(propylamino)propoxy)phenyl)-3-phenylpropan-1-one hydrochloride,34183-22-7
DTXSID1037193,Buspirone hydrochloride,33386-08-2
DTXSID401011034,"Ethanedioic acid, potassium salt (1:?)",10043-22-8
DTXSID6060393,"Ethanedioic acid, potassium salt (1:2)",583-52-8
DTXSID60233938,(-)-Etodolac,87226-41-3
DTXSID9048772,Nitroscanate,19881-18-6
DTXSID1045118,"4,5-Diphenyl-2-Oxazolepropanoic acid",21256-18-8
DTXSID4043721,Chromium(III) oxide,1308-38-9
DTXSID6022630,Atracurium besylate,64228-81-5
DTXSID50860297,Epirubicin hydrochloride,56390-09-1
DTXSID0046438,Mupirocin,12650-69-0
DTXSID5032076,Sodium selenate,13410-01-0
DTXSID901015712,(-)-Tioconazole,144025-09-2
DTXSID3046619,Tioconazole,65899-73-2
DTXSID201019218,"21-Hydroxy-5beta-pregnane-3,11,20-trione",10417-86-4
DTXSID40866788,1-[(Propan-2-yl)amino]-3-(2-propylphenoxy)propan-2-ol,60106-89-0
DTXSID5040465,Docosahexaenoic acid,6217-54-5
DTXSID5023796,Pentamidine isethionate,140-64-7
DTXSID0048975,Enalapril acid,76420-72-9
DTXSID9065027,Gold iodide (AuI),10294-31-2
DTXSID1031090,D&C Red 28,18472-87-2
DTXSID5041017,Dithiothreitol,3483-12-3
DTXSID4022579,Hexamethylmelamine,645-05-6
DTXSID3046742,Carboplatin,41575-94-4
DTXSID4040509,Interferon-alpha 2b,98530-12-2
DTXSID7020760,Ifosfamide,3778-73-2
DTXSID00904670,(-)-Ifosfamide,66849-33-0
DTXSID0047797,Idarubicin hydrochloride,57852-57-0
DTXSID7046621,Fosinopril sodium,88889-14-9
DTXSID40237035,Clodronate disodium,88416-50-6
DTXSID8022828,Cladribine,4291-63-8
DTXSID20934358,Gold(3+) sodium chloride (1/1/4),15189-51-2
DTXSID30890653,"Chloric acid, magnesium salt (2:1)",10326-21-3
DTXSID5027279,Manganese(II) acetate,638-38-0
DTXSID101014310,Lead iodide (PbI2),10101-63-0
DTXSID00160310,Lead iodide,13779-98-1
DTXSID10205685,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, chromium(3+) salt (1:x)",57072-40-9
DTXSID50937236,Naltrexone hydrochloride,16676-29-2
DTXSID7037185,Amiodarone hydrochloride,19774-82-4
DTXSID2023143,Imipenem,64221-86-9
DTXSID2035726,Polihexanide,32289-58-0
DTXSID2029874,Fenofibrate,49562-28-9
DTXSID5022699,Bumetanide,28395-03-1
DTXSID001019698,Ubiquinone Q2,606-06-4
DTXSID7025506,Linolenic acid,463-40-1
DTXSID901019221,Domperidone maleate,83898-65-1
DTXSID9023095,Gliclazide,21187-98-4
DTXSID4023206,Levamisole,14769-73-4
DTXSID00219115,Nedocromil sodium,69049-74-7
DTXSID80972216,"Sodium 2-(2-fluoro[1,1'-biphenyl]-4-yl)propanoate",56767-76-1
DTXSID5023376,Nizatidine,76963-41-2
DTXSID2023224,Loratadine,79794-75-5
DTXSID9023176,Isosorbide 5-mononitrate,16051-77-7
DTXSID9044584,Selegiline hydrochloride,14611-52-0
DTXSID5020784,Lovastatin,75330-75-5
DTXSID40904735,(S)-Lipoic acid,1077-27-6
DTXSID7025508,(+-)-Lipoic acid,1077-28-7
DTXSID1020809,Sodium 2-mercaptoethanesulfonate,19767-45-4
DTXSID2020428,Dichloroacetic acid,79-43-6
DTXSID5046011,Tilmicosin,108050-54-0
DTXSID7045493,Terazosin hydrochloride,63074-08-8
DTXSID0048682,Octreotide,83150-76-9
