DTXSID,true_chemname,true_cas,esc
DTXSID1047023,"2,4-Dimethylbenzenesulfonic acid",88-61-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1047077,Copper(II) carbonate basic,12069-69-1,Active_ingredient_in_products; Pesticides; General_consumer_product; Food_supplement; Food_additive
DTXSID1047441,L-Isoleucine,73-32-5,Active_ingredient_in_products; Pharmaceutical
DTXSID1047493,Midodrine hydrochloride,43218-56-0,General_consumer_product; Pharmaceutical
DTXSID1047495,Dodecyl polyoxyethylene sulfuric acid,26183-44-8,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID1047522,Sodium hexametaphosphate,10124-56-8,Human_food_from_animals; Inert_ingredient_in_products; Pesticides
DTXSID1047576,Cotinine,486-56-6,Pharmaceutical; Soil; Wastewater; Bottled_and_finished_water_for_consumption; Surface_water; Groundwater
DTXSID1047653,Allyl hexanoate,123-68-2,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID1047730,Orange terpenes,8028-48-6,Active_ingredient_in_products; Pesticides; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID1048041,(C12-C18)Alkyldimethylbenzylammonium saccharinate,68989-01-5,Active_ingredient_in_products; Pesticides; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID1048045,N-(Coconut oil alkyl)trimethylenediamine acetate,61791-64-8,Active_ingredient_in_products; Pesticides
DTXSID1048122,Benzyl-C8-18-alkyldimethylammonium chlorides,63449-41-2,Active_ingredient_in_products; Pesticides; Personal_care
DTXSID1048205,"2,2'-(2,5-Thiophenediyl)bis[5-(1,1-dimethylethyl)benzoxazole]",7128-64-5,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1048415,Apraclonidine,66711-21-5,General_consumer_product; Pharmaceutical
DTXSID1048548,Levocabastine,79516-68-0,General_consumer_product; Pharmaceutical
DTXSID1048623,Tocophersolan,9002-96-4,Personal_care; General_consumer_product; Pharmaceutical
DTXSID1048627,Ritonavir,155213-67-5,General_consumer_product; Pharmaceutical
DTXSID1048629,Cilazapril,88768-40-5,General_consumer_product; Pharmaceutical
DTXSID1048700,Brilliant Green,633-03-4,Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1048966,Sucrose octasulfate-aluminum complex,54182-58-0,General_consumer_product; Pharmaceutical
DTXSID1049352,"1,3-Didecyl-2-methylimidazolium chloride",70862-65-6,Active_ingredient_in_products; Pesticides
DTXSID1049437,Trisodium citrate dihydrate,4/3/6132,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID1049641,Hydrogen fluoride,7664-39-3,Active_ingredient_in_products; Pesticides; Arts_and_crafts_or_office_supplies; Substances_in_contact_with_food
DTXSID1049643,Hydroxyethylcellulose,9004-62-0,General_consumer_product; Children_products_and_toys; Personal_care; Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID1049728,Ammonium myreth sulfate,27731-61-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1049770,"Silica, vitreous",60676-86-0,Active_ingredient_in_products; Pesticides; Human_food_from_animals; Substances_in_contact_with_food; Food_supplement; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID1049774,Sodium,7440-23-5,Arts_and_crafts_or_office_supplies; Personal_care; General_consumer_product; Home_maintenance_ and_building_materials; Bottled_and_finished_water_for_consumption; Food_supplement; Substances_in_contact_with_food; Pharmaceutical
DTXSID1049776,Sodium borate,1333-73-9,Personal_care; Food_supplement; Food_additive; Petrochemicals
DTXSID1049801,Tin,7440-31-5,Arts_and_crafts_or_office_supplies; Personal_care; General_consumer_product; Bottled_and_finished_water_for_consumption
DTXSID1049803,Tricalcium phosphate,7758-87-4,Active_ingredient_in_products; Pesticides; Human_food_from_animals; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID1049809,Trisodium ethylenediaminetriacetate,19019-43-3,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID1050462,Ammonium bisulfite,10192-30-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1050466,Acrylamide/ sodium acrylate copolymer,25085-02-3,Active_ingredient_in_products; Pesticides; Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID1051226,Polyglycerol,25618-55-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051355,Potassium carbonate trihydrate,18662-52-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051359,"Vitamin D3, 1,25-dihydroxy-, 26, 23-lactone, (1alpha)-",208408-46-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051430,"Benzenesulfonic acid, 4-(1 -heptylnonyl)-, sodium salt",67267-95-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051480,"(1S,2S,3S,5R)-2,6,6-Trimethylspiro[bicyclo[3.1.1]heptane-3,1'-cyclohexane]-2'-en-4'-one",133636-82-5,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051488,1-Ethyl-2-(heptadecenyl)-1-(2-hydroxyethyl)-2-imidazolinium ethylsulfate,26266-76-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051567,Santalol,11031-45-1,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas
DTXSID1051723,Tetrasodium iminidisuccinate,144538-83-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051779,Ethylcyclohexane,1678-91-7,Air_near_source; Chemicals_that_emit_or_offgas; Vehicles; General_consumer_product
DTXSID1051808,C.I. Basic Green 4 oxalate (1:x),18015-76-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051850,Scandium chloride hexahydrate,20662-14-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051852,"N,N'-Ethylenedi-L-aspartic acid",20846-91-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051935,"2,2-Diethylbutanal",26254-89-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1051937,Dihexadecyl peroxodicarbonate,26322-14-5,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID1051983,C.I. Pigment Red 178,3049-71-6,Substances_in_contact_with_food; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1052036,Coprosterol,360-68-9,Surface_water; Wastewater; Bottled_and_finished_water_for_consumption
DTXSID1052246,"Phenylicosane-1,3-dione",58446-52-9,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID1052321,Triethanolamine hydrochloride,637-39-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides; Pharmaceutical
DTXSID1052377,"3,6-Dimethylcyclohex-3-ene-1-carbaldehyde",67801-65-4,Air_near_source; General_consumer_product; Chemicals_that_emit_or_offgas
DTXSID1052402,"2,5,8,11-Tetramethyldodec-6-yne-5,8-diol",68227-33-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1052406,"2-[(4-Dodecylphenyl)azo]-4-(2,4-xylylazo)resorcinol",68310-04-3,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1052450,"2,2'-Oxamidodiethyl bis[3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate]",70331-94-1,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID1052531,Calcium phosphinate,7789-79-9,General_consumer_product; Product_manufacturing
DTXSID1052662,"4-{[4,6-Bis(octylsulfanyl)-1,3,5-triazin-2-yl]amino}-2,6-di-tert-butylphenol",991-84-4,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID1052741,Propineb,12071-83-9,Active_ingredient_in_products; Pesticides
DTXSID1052743,Vitamin K,12001-79-5,Personal_care; Food_supplement
DTXSID1052747,"Xanthylium, 3,6-bis(diethylamino)-9-[2-(ethoxycarbonyl)phenyl]",14899-09-3,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1052749,Soapstone,308076-02-0,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1052799,"2-Propenoic acid, polymer with ethenylbenzene",25085-34-1,Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID1052822,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethoxylated propoxylated",68937-55-3,Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID1052878,"1-Hexanol, 2-ethyl-, manuf. of, by-products from, distn. residues",68609-68-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1057583,"Fatty acids, potassium salts",8046-74-0,Active_ingredient_in_products; Pesticides; Personal_care; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID1057951,Ethoxysulfuron,126801-58-9,Active_ingredient_in_products; Pesticides
DTXSID1057957,Indanofan,133220-30-1,Active_ingredient_in_products; Pesticides
DTXSID1057959,Metominostrobin,133408-50-1,Active_ingredient_in_products; Pesticides
DTXSID1058000,Silthiofam,175217-20-6,Active_ingredient_in_products; Pesticides
DTXSID1058008,Proquinazid,189278-12-4,Active_ingredient_in_products; Pesticides
DTXSID1058054,Fluensulfone,318290-98-1,Active_ingredient_in_products; Pesticides
DTXSID1058056,Bromfenvinphos,33399-00-7,Active_ingredient_in_products; Pesticides
DTXSID1058137,Flamprop,58667-63-3,Active_ingredient_in_products; Pesticides
DTXSID1058185,Thifensulfuron,79277-67-1,Active_ingredient_in_products; Pesticides; Food; Crops_and_animal_feed; Bottled_and_finished_water_for_consumption
DTXSID1058212,Flocoumafen,90035-08-8,Active_ingredient_in_products; Pesticides
DTXSID1058216,Aldimorph,91315-15-0,Active_ingredient_in_products; Pesticides
DTXSID1058266,"(E,E)-7,9-Dodecadienyl acetate",54364-63-5,Active_ingredient_in_products; Pesticides
DTXSID1058391,Milbemectin,51596-10-2,Active_ingredient_in_products; Pesticides
DTXSID1058474,O-ethyl O-methyl S-propylphosphorothioate (metabolite of ethoprop),76960-87-7,Pesticides; Surface_water
DTXSID1058501,"Bifenthrin, trans",83322-02-5,Active_ingredient_in_products; Pesticides
DTXSID1058711,Sodium 4-(1-ethyldecyl)benzenesulfonate,2212-50-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1059159,Benzenesulfonamide,98-10-2,Active_ingredient_in_products; Pesticides
DTXSID1060211,Phenylacetylene,536-74-3,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas
DTXSID1060714,"2-Furancarboxaldehyde, 5-methyl-",620-02-0,Air_near_source; Household_care_and_cleaning_products; Chemicals_that_emit_or_offgas
DTXSID1061316,5-Ethyl-m-xylene,934-74-7,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID1062548,Cadmium laurate,2605-44-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1063562,"Sulfuric acid, monooctadecyl ester, ammonium salt",4696-46-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1064039,"C.I. Pigment Red 52, disodium salt",5858-82-2,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1064403,C.I. Pigment Red 112,6535-46-2,Children_products_and_toys; Product_manufacturing; Personal_care
DTXSID1064879,Iodine chloride (ICl),7790-99-0,Active_ingredient_in_products; Pesticides; Substances_in_contact_with_food
DTXSID1065843,"N,N'-Bis(2-methylphenyl)benzene-1,4-diamine",15017-02-4,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID1066079,"Ditetradecyl 3,3'-thiobispropionate",16545-54-3,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID1067097,"1-Tetradecanol, hydrogen sulfate, magnesium salt",25446-91-7,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1069821,"Propanoic acid, 3-[tris[[2-(isooctyloxy)-2-oxoethyl]thio]stannyl]-, butyl ester",63438-80-2,Substances_in_contact_with_food; Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID10722206,Tetrakisammonium hypodiphosphate,54390-90-8,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID1073494,"2,5,7,10-Tetraoxa-6-silaundecane, 6-(2-chloroethyl)-6-(2-methoxyethoxy)-",37894-46-5,Active_ingredient_in_products; Pesticides
DTXSID1074258,Lithium chlorate,13453-71-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10858731,"1,3-Dimethylcyclohexane",591-21-9,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID10859783,"Ethyl deca-2,4-dienoate",NOCAS_859783,Active_ingredient_in_products; Pesticides
DTXSID10862257,"Cyclohexene, 4-methyl-",591-47-9,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID10862378,"Furan, tetrahydro-2,5-dimethoxy-",696-59-3,Active_ingredient_in_products; Pesticides
DTXSID10863128,"1,6-Hexanediamine, 2,2,4-trimethyl-",3236-53-1,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID10863168,"2,3-Dimethylpent-1-ene",3404-72-6,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID10863365,"3,5,5-Trimethylhex-1-ene",4316-65-8,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID10864554,"2,3-Dibromopropanamide",15102-42-8,Active_ingredient_in_products; Pesticides
DTXSID10864594,"Cyclohexanemethanol, 4-amino-.alpha.-(4-aminocyclohexyl)-, 1-carbamate",15484-34-1,Bottled_and_finished_water_for_consumption; Product_manufacturing
DTXSID10864832,2-?Octen-?1-?ol,22104-78-5,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID10866472,"11,20-Didecyltriacontane",55256-09-2,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID10866912,"2,6,7-Trimethyldecane",62108-25-2,Air_near_source; Chemicals_that_emit_or_offgas; Children_products_and_toys
DTXSID10869549,Dalfopristin,112362-50-2,General_consumer_product; Pharmaceutical
DTXSID10869766,Carfentrazone,128621-72-7,Food; Pesticides
DTXSID10869847,"1-(2,4-Dichlorophenyl)-5-methyl-4,5-dihydro-1H-pyrazole-3,5-dicarboxylic acid",135591-00-3,Active_ingredient_in_products; Pesticides
DTXSID10871182,"2,3-Dimethyloctane",7146-60-3,Air_near_source; Chemicals_that_emit_or_offgas; General_consumer_product
DTXSID10872351,"ar,ar-Dichloroaniline",27134-27-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10872452,Sodium L-(+)-methotrexate,15475-56-6,General_consumer_product; Pharmaceutical
DTXSID10872472,Ethacridine lactate,1837-57-6,Active_ingredient_in_products; Pesticides
DTXSID10872573,Calcium bis(metaphosphate),13477-39-9,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10872619,Methoxy polyethylene glycol 550,9004-74-4,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10872790,Polyethylene terephthalate,25038-59-9,Children_products_and_toys; Personal_care; Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID10872811,Flupyradifurone,951659-40-8,Active_ingredient_in_products; Pesticides; Food; Surface_water
DTXSID10873500,Lactate ion(1-),113-21-3,Personal_care; Pharmaceutical
DTXSID10880951,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",30223-73-5,Pharmaceutical; Wastewater
DTXSID10881923,"Poly(difluoromethylene), .alpha.-chloro-.omega.-(1-chloro-1-fluoroethyl)-",131324-06-6,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10883169,"o,p'-Dicofol",10606-46-9,Food; Pesticides
DTXSID10885502,"6-Nonen-1-ol, (6E)-",31502-19-9,Active_ingredient_in_products; Pesticides
DTXSID10885628,(S)2-Methyl-6-methylenoct-7-en-4-ol,35628-05-8,Active_ingredient_in_products; Pesticides
DTXSID10886751,"Benzenesulfonic acid, 4,5-dichloro-2-[2-[4,5-dihydro-3-methyl-5-oxo-1-(3-sulfophenyl)-1H-pyrazol-4-yl]diazenyl]-, calcium salt (1:1)",65212-77-3,Substances_in_contact_with_food; Product_manufacturing; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10890636,Zinc nitrate,7779-88-6,Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID10890717,"Decanoic acid, calcium salt (2:1)",13747-30-3,Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10891921,"Butanedioic acid, sulfo-, laureth-12 ester, disodium salt",39354-45-5,Children_products_and_toys; Personal_care; Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10891961,"L-Glutamic acid, N-coco acyl derivs., monosodium salts",68187-32-6,Personal_care; Children_products_and_toys
DTXSID10891966,Extract of rice,68553-81-1,Substances_in_contact_with_food; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID10891981,Beeswax,8012-89-3,Active_ingredient_in_products; Pesticides; Children_products_and_toys; Personal_care; Household_care_and_cleaning_products; Inert_ingredient_in_products; Labeled_for_nonfood_use
DTXSID10892256,Sodium tallow alcohol sulfate,8052-50-4,Substances_in_contact_with_food; Inert_ingredient_in_products; Labeled_for_nonfood_use; Pesticides
DTXSID10892933,"Poly(oxy-?1,?2-?ethanediyl)?, ?-?[2-?(didecylmethylammoni?o)?ethyl]?-??-?hydroxy-",94667-33-1,Active_ingredient_in_products; Pesticides
DTXSID10892953,C14-17-sec-alkanesulfonic acid sodium salts,97489-15-1,Household_care_and_cleaning_products; Product_manufacturing
DTXSID10893041,Sweet almond oil,8007-69-0,Children_products_and_toys; Personal_care; Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
DTXSID10893248,Copper sodium ethylenediaminetetraacetate (1:2:1),14025-15-1,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use; Personal_care
DTXSID10893627,Cyclaniliprole,1031756-98-5,Active_ingredient_in_products; Pesticides
DTXSID10894018,"4,4'-Biphenylenediphosphonous acid tetrakis(2,4-di-tert-butylphenyl) ester",38613-77-3,Bottled_and_finished_water_for_consumption; Product_manufacturing; Substances_in_contact_with_food
DTXSID10894199,Tolpyralate,1101132-67-5,Active_ingredient_in_products; Pesticides
DTXSID10894351,"Poly(oxy-1,2-ethanediyl), .alpha.-[2,4,6-tris(1-phenylethyl)phenyl]-.omega.-hydroxy-, phosphate, potassium salt",163436-84-8,Inert_ingredient_in_products; Pesticides; Labeled_for_nonfood_use
